buy_date,sell_date,sell_reason,symbol,symbol_name,strategy,profit_pct,raw_long,idx_return,idx_return_str,profit_pct_str,raw_long_str
2021-06-07,2021-09-01,止盈(60日),01211,比亚迪股份(01211),单边多头 (满仓),0.3326402806652806,0.3326402806652806,-0.10202690094391696,-10.20%(恒生),33.26%,33.26%
2021-06-07,2021-08-31,止盈(60日),300750,宁德时代(300750),单边多头 (满仓),0.22547133512889586,0.22547133512889586,-0.00828058651866086,-0.83%(创业板),22.55%,22.55%
2021-06-07,2021-07-09,止损(-15%),601888,中国中免(601888),单边多头 (满仓),-0.16290379722374307,-0.16290379722374307,-0.040768106664829974,-4.08%(沪深),-16.29%,-16.29%
2021-06-08,2021-07-26,止损(-15%),03690,美团(03690),单边多头 (满仓),-0.20351585530764033,-0.20351585530764033,-0.09370765647123307,-9.37%(恒生),-20.35%,-20.35%
2021-06-11,2021-09-06,止盈(60日),002475,立讯精密(002475),单边多头 (满仓),-0.09392265193370167,-0.09392265193370167,-0.06482874649386086,-6.48%(沪深),-9.39%,-9.39%
2021-06-24,2021-08-20,止损(-15%),002415,海康威视(002415),单边多头 (满仓),-0.16505513146734527,-0.16505513146734527,-0.07510737770344754,-7.51%(沪深),-16.51%,-16.51%
2021-06-29,2021-09-23,止盈(60日),00981,中芯国际(00981),单边多头 (满仓),-0.06823027718550098,-0.06823027718550098,-0.16321624575210933,-16.32%(恒生),-6.82%,-6.82%
2021-07-12,2021-07-27,止损(-15%),00700,腾讯控股(00700),Alpha对冲 (做空恒生),-0.041070757225486296,-0.1756007393715342,-0.0934592249205616,-9.35%(恒生),-4.11%,-17.56%
2021-07-13,2021-10-07,止盈(60日),00762,中国联通(00762),单边多头 (满仓),-0.05687203791469189,-0.05687203791469189,-0.10804850857923201,-10.80%(恒生),-5.69%,-5.69%
2021-07-26,2021-10-27,止盈(60日),600519,贵州茅台(600519),Alpha对冲 (做空沪深),0.021124620085882756,0.008869971854294315,-0.0333792683174712,-3.34%(沪深),2.11%,0.89%
2021-07-30,2021-11-02,止盈(60日),601318,中国平安(601318),Alpha对冲 (做空沪深),-0.03201606723052168,-0.061100746268656816,0.002931388192386541,0.29%(沪深),-3.20%,-6.11%
2021-09-01,2021-12-03,止盈(60日),300750,宁德时代(300750),单边多头 (满仓),0.39637612505921377,0.39637612505921377,0.08229195380699067,8.23%(创业板),39.64%,39.64%
2021-09-02,2021-12-01,止盈(60日),01211,比亚迪股份(01211),Alpha对冲 (做空恒生),0.12992334915140763,0.16273760456273756,-0.09710909374007767,-9.71%(恒生),12.99%,16.27%
2021-09-07,2021-12-09,止盈(60日),002475,立讯精密(002475),单边多头 (满仓),0.29072463768115947,0.29072463768115947,0.02953876118594535,2.95%(沪深),29.07%,29.07%
2021-09-24,2021-12-15,止损(-15%),00981,中芯国际(00981),Alpha对冲 (做空恒生),-0.056602134301871596,-0.1567567567567568,-0.04355248815301361,-4.36%(恒生),-5.66%,-15.68%
2021-10-04,2021-12-30,止盈(60日),300244,迈瑞医疗(300244),单边多头 (满仓),0.12761432116270818,0.12761432116270818,0.019431132764322935,1.94%(创业板),12.76%,12.76%
2021-10-08,2021-11-02,止损(-15%),601888,中国中免(601888),Alpha对冲 (做空沪深),-0.0817362323147903,-0.17890963969062446,-0.015437175061043865,-1.54%(沪深),-8.17%,-17.89%
2021-10-08,2022-01-05,止盈(60日),00762,中国联通(00762),Alpha对冲 (做空恒生),0.03931735739969439,-0.007444168734491377,-0.08607888353388016,-8.61%(恒生),3.93%,-0.74%
2021-10-25,2021-11-30,止损(-15%),03690,美团(03690),Alpha对冲 (做空恒生),-0.03500290222053136,-0.16783216783216784,-0.09782636339110512,-9.78%(恒生),-3.50%,-16.78%
2021-10-26,2022-01-19,止盈(60日),00700,腾讯控股(00700),Alpha对冲 (做空恒生),0.004502012412926963,-0.071312163814181,-0.08031618864003492,-8.03%(恒生),0.45%,-7.13%
2021-10-28,2022-01-21,止盈(60日),600519,贵州茅台(600519),Alpha对冲 (做空沪深),0.05440949703392544,0.08766790732816009,-0.021151086739690798,-2.12%(沪深),5.44%,8.77%
2021-11-03,2022-01-27,止盈(60日),601318,中国平安(601318),Alpha对冲 (做空沪深),0.03340979450005299,0.022166874221668756,-0.044652714778437234,-4.47%(沪深),3.34%,2.22%
2021-11-19,2022-02-21,止盈(60日),002415,海康威视(002415),Alpha对冲 (做空沪深),-0.009893720698451826,-0.060711188204683374,-0.04092374680777972,-4.09%(沪深),-0.99%,-6.07%
2021-12-02,2021-12-20,止损(-15%),01211,比亚迪股份(01211),Alpha对冲 (做空恒生),-0.0674331592634402,-0.16798938492063487,-0.03312306639375446,-3.31%(恒生),-6.74%,-16.80%
